path	sentence
common_voice_en_202757.mp3	We lit the lantern and walked over to his house.
common_voice_en_36860122.mp3	The municipality consists of many islands.
common_voice_en_17661177.mp3	Perhaps, you should just grow sea monkeys.
common_voice_en_17296199.mp3	Where did you come from?
common_voice_en_23826534.mp3	The Slavic immigrants came to Bohemia with excellent cigar-making skills.
common_voice_en_308727.mp3	To err is human To forgive divine.
common_voice_en_484139.mp3	A bird in hand is worth two in the bush
common_voice_en_18035068.mp3	The just claim got the right verdict.
common_voice_en_20780858.mp3	The Teesta River is one of the rivers that has changed over the years.
common_voice_en_22158989.mp3	two
common_voice_en_37173965.mp3	A train line used to run up to Hidaka along the Saru River.
common_voice_en_22302138.mp3	six
common_voice_en_534977.mp3	I think they perceived that nothing was to be done at the moment.
common_voice_en_18134944.mp3	The train brought our hero to the big town.
common_voice_en_19377032.mp3	Pran Nath was born into a wealthy family in Lahore in present-day Pakistan.
common_voice_en_553899.mp3	We dont want him!
common_voice_en_36736777.mp3	They have two adult sons.
common_voice_en_101193.mp3	But they were not there.
common_voice_en_39573140.mp3	She presses David to confront them, but he refuses.
common_voice_en_36317211.mp3	The event is supposed to be plastic free zone.
common_voice_en_640979.mp3	But that was simply because my eye was tired.
common_voice_en_18367813.mp3	Yeah, I was in a wheel chair for months.
common_voice_en_23369694.mp3	During that period, Mercedes also developed a streamlined car with monocoque construction.
common_voice_en_627877.mp3	"Good-bye," said the boy.
common_voice_en_17283104.mp3	What would you say is the difference between a language and a dialect?
common_voice_en_17933469.mp3	Spain is producing lots of lettuce, paprika and tomatoes.
common_voice_en_567974.mp3	I would have won the Junior Olympics if not for those medaling kids.
common_voice_en_19989692.mp3	The album received critical acclaim from several newspapers.
common_voice_en_30605283.mp3	She works in the flower shop of her aunt.
common_voice_en_40174207.mp3	Kato has also promoted "Heart Beat" with multiple television performances.
common_voice_en_17645826.mp3	No, but it is nice to meet you.
common_voice_en_18183472.mp3	Does this mean he will go to jail?
common_voice_en_19641863.mp3	Due to the expense of production, it is not being used for this purpose.
common_voice_en_17294902.mp3	Are you sure of that?
common_voice_en_38171940.mp3	The Holyrood constituency is one of five covering the South Lanarkshire council area.
common_voice_en_20714771.mp3	Mosjoukine was officially married three times.
common_voice_en_32549550.mp3	A monument to honour him exists in the village.
common_voice_en_39582769.mp3	The lightness of the chiffon matched my mood and desire.
common_voice_en_32119309.mp3	They lost to Albany in the first round of the America East Tournament.
common_voice_en_673134.mp3	The sea has lived on in this shell, because that's its destiny.
common_voice_en_71190.mp3	Mostly just the hearts of those who are trying to realize their destinies.
common_voice_en_479944.mp3	But instead of being saddened, he was happy.
common_voice_en_39581211.mp3	Dreams have probably done much to confirm that belief.
common_voice_en_39753686.mp3	Ren Ozawa was removed from the cast following his domestic abuse allegations.
common_voice_en_40409829.mp3	In microprocessors, branch prediction permits avoidance of pipeline emptying at branch instructions.
common_voice_en_38401739.mp3	Before being removed from the soil to represent the goddess, the plants are worshipped.
common_voice_en_31585240.mp3	His father was Mathai.
common_voice_en_40199592.mp3	They typically cover great distances.
common_voice_en_22227005.mp3	four
common_voice_en_35161137.mp3	He co-discovered a couple of comets.
common_voice_en_40015659.mp3	The writing on the piece of paper will provide an answer to the question.
common_voice_en_17939091.mp3	Can we please leave now?
common_voice_en_18907918.mp3	He was arrested within days, placed on trial and found guilty.
common_voice_en_604840.mp3	Every search begins with beginner's luck.
common_voice_en_17670139.mp3	Apparently, most of the sentences have been written by nerds and scientists.
common_voice_en_25860603.mp3	Production assistants on films are sometimes attached to individual actors or filmmakers.
common_voice_en_32312156.mp3	The area around Megali Sterna consists mostly of agricultural land.
common_voice_en_19617198.mp3	It was later revealed that the letter was a prank concocted by "The eXile".
common_voice_en_17939611.mp3	No news is good news.
common_voice_en_17406717.mp3	What is it all about?
common_voice_en_17849712.mp3	Well, I think so.
common_voice_en_171538.mp3	The alchemist followed as the boy's horse ran for almost half an hour.
common_voice_en_32643056.mp3	Take them or leave them.
common_voice_en_17298294.mp3	Where are the others?
common_voice_en_17387483.mp3	He postulated a dispersion theory before his coworker made his discovery and announcement.
common_voice_en_551664.mp3	Sylvester needed to meditate to clear his mind.
common_voice_en_276175.mp3	Olivia, have you seen my keys?
common_voice_en_19740242.mp3	The borough council's main office is at Cobalt Business Park in Wallsend.
common_voice_en_17393228.mp3	But what can I do?
common_voice_en_608320.mp3	If you know your heart well, it will never be able to do that to you.
common_voice_en_18187219.mp3	I find crumpets totally repulsive and disgusting.
common_voice_en_22152779.mp3	Hey
common_voice_en_19749785.mp3	He learned to play the harmonica from his father.
common_voice_en_17384575.mp3	Although everything should be under the state's control, there is a lot of violence in prisons.
common_voice_en_18332492.mp3	That's the sub-foreman, explained Thorpe.
common_voice_en_17581340.mp3	Trample the spark, else the flames will spread.
common_voice_en_17681315.mp3	Trample the spark, else the flames will spread.
common_voice_en_22155915.mp3	five
common_voice_en_29261792.mp3	According to Catholic doctrine, the baby may not be killed.
common_voice_en_31697475.mp3	Target was set to open in October.
common_voice_en_20062145.mp3	At least forty-one protesters were killed in the ensuing engagement.
common_voice_en_568491.mp3	It was my fear of failure that first kept me from attempting the Master Work.
common_voice_en_20800498.mp3	Once these roots reach the ground they grow into woody trunks.
common_voice_en_112873.mp3	He just got a new kite for his birthday.
common_voice_en_20323389.mp3	Two years later, online publication extended to include the full text of all articles.
common_voice_en_17766697.mp3	Surveillance cameras were set to allow police to find suspicious activities.
common_voice_en_26632701.mp3	Are the consequences more humanistic or antihumanistic?
common_voice_en_18086060.mp3	Glass eel is on the menu today, but it's too expensive.
common_voice_en_19601218.mp3	While a simple cards made by her sold only for five cents.
common_voice_en_35586871.mp3	Millan was primarily a second baseman.
common_voice_en_21540655.mp3	They joined the band during the encore.
common_voice_en_22282211.mp3	six
common_voice_en_39937828.mp3	They all unite in making an offering to appease him.
common_voice_en_25861470.mp3	East Knox High School is located in Howard.
common_voice_en_38330707.mp3	The film first showed Hamilton's skill at filming intricate set-piece action sequences.
common_voice_en_38754524.mp3	For example, Jeanette Aw is the lead artist for Channel U's Jump!
common_voice_en_33165482.mp3	She helped with the development of the Epigraphy course at the University of Bologna.
common_voice_en_57895.mp3	How do I feel?
common_voice_en_17798535.mp3	You cannot eat the cake and have it To.
common_voice_en_18396778.mp3	The baby tried cake for the first time on her first birthday.
common_voice_en_18607767.mp3	In times of despair, look out for the helpers and you will find hope.
common_voice_en_23691157.mp3	Habib Wahid was born and brought up in Dhaka, Bangladesh.
common_voice_en_21667418.mp3	The center portion of the dam has since been demolished and the reservoir drained.
common_voice_en_17387435.mp3	Did you know that Harry got a new job?
common_voice_en_16556814.mp3	I hope you are well!
common_voice_en_113271.mp3	I've never seen her before.
common_voice_en_19956819.mp3	The club is the first non-government owned professional basketball club in China.
common_voice_en_40673501.mp3	From the interchange, the expressway goes northeast and starts to parallel the Chehalis River.
common_voice_en_75022.mp3	To stuff into their own pockets.
common_voice_en_38594742.mp3	Down jumped the driver, and out got Mr. Pickwick.
common_voice_en_41542075.mp3	He based the proposal on the fossil record of mammals in Central America.
common_voice_en_569070.mp3	Somebody threw him off a train.
common_voice_en_17670802.mp3	Well, this exactly happens in an old story from Norwegia.
common_voice_en_37121837.mp3	Machan argued against animal rights in his widely reprinted paper Do Animals Have Rights?
common_voice_en_651126.mp3	A little token of appreciation.
common_voice_en_522004.mp3	The girl dropped the container, and the water spilled.
common_voice_en_21943929.mp3	Hey
common_voice_en_21614992.mp3	It was occupied by the officers below the rank of lieutenant.
common_voice_en_39576536.mp3	Its design was one of the more unusual of Contax's designs.
common_voice_en_25187523.mp3	There is no support for varying aspect ratios or force feedback controllers.
common_voice_en_19951339.mp3	The town was named after the Spanish term for lumber.
common_voice_en_35541810.mp3	Vine was successful in gaining interviews with key leaders in various African nations.
common_voice_en_22652665.mp3	He is, however, usually addressed as Lord Stern, or Lord Stern of Brentford.
common_voice_en_31489804.mp3	Doane became the third wife of fellow missionary Rev.
common_voice_en_39037869.mp3	The President is Michel Wolter.
common_voice_en_39578956.mp3	Today, the bar is still family-owned and managed by Jack Dorrian's son, Jimmy.
common_voice_en_17392776.mp3	So you haven't heard about the Bezier Tool, right?
common_voice_en_17287930.mp3	For better physical understanding, let's first recap where the pivot point is.
common_voice_en_103112.mp3	He and his family went up north to the Arctic Circle to meet Santa Claus in Finland.
common_voice_en_35832645.mp3	The department includes the orchestra, choir, band, visual arts, and theater productions.
common_voice_en_17914358.mp3	When the carpet and the curtains caught fire, it was getting warm.
common_voice_en_637782.mp3	The empty flask stood on the tin tray.
common_voice_en_36402846.mp3	Non-terrestrial applications include study of Solar System moons using space probes.
common_voice_en_19306956.mp3	The launch was flawless; all systems were "go", except for Doctor Wang's experiment.
common_voice_en_21871737.mp3	Building blocks such as these could be the way forward.
common_voice_en_18423240.mp3	The author is a blogger and social media phenomenon.
common_voice_en_664630.mp3	Maybe because that wasn't really his dream.
common_voice_en_17492946.mp3	Real schools, secondary schools giving a general practical education.
common_voice_en_37799327.mp3	Compounding this problem, howling winds drive most of its residents mad.
common_voice_en_39865751.mp3	Its site is now occupied by Hounslow bus garage.
common_voice_en_639786.mp3	Cats whiskers are very sensitive.
common_voice_en_22699569.mp3	It is situated to the north-west of the town centre.
common_voice_en_39582916.mp3	Covington High School in Covington serves Bush residents.
common_voice_en_32689811.mp3	Investors in Poland enable startups to network with other companies in their portfolios.
common_voice_en_20425856.mp3	Other cast members include Donna Reed and Barry Nelson.
common_voice_en_39574462.mp3	The quadrangle was never completed at the time the College was originally constructed.
common_voice_en_37830438.mp3	Clark's combined medical and engineering knowledge led to a general interest in public health.
common_voice_en_19649328.mp3	For centuries after her death, Welshmen cried-out "Revenge for Gwenllian" when engaging in battle.
common_voice_en_22031240.mp3	five
common_voice_en_40094432.mp3	A school auditorium in Tallulah Falls was named in her memory.
common_voice_en_574616.mp3	Fall seven times. Stand up eight.
common_voice_en_32222718.mp3	The transition was digital.
common_voice_en_17369339.mp3	In surprise finish, the final score was seven to five.
common_voice_en_54384.mp3	undefined
common_voice_en_17703496.mp3	You know, he is an honest man.
common_voice_en_220415.mp3	I wouldn't take that too seriously.
common_voice_en_19666975.mp3	The show then migrated to the Groundlings Theatre in Los Angeles.
common_voice_en_17366960.mp3	Words are, in my not-so-humble opinion, our most inexhaustible source of magic.
common_voice_en_22833760.mp3	Cardinal Truchess even suggested the Hosius was a candidate for the papacy.
common_voice_en_28440310.mp3	The mixture will produce a chlorine solution of approximately five hundred milligrams per liter.
common_voice_en_19808035.mp3	This interpretation is not objective.
common_voice_en_17547426.mp3	What are you going to do, sir?
common_voice_en_31204258.mp3	I always end up soft throwing.
common_voice_en_18176386.mp3	The motorcycle made a loud noise.
common_voice_en_509774.mp3	You're just the one I wanted to see.
common_voice_en_696182.mp3	The boy wanted to believe that his friend had simply become separated from him by accident.
common_voice_en_672564.mp3	Have you ever heard the national anthem of South Korea?
common_voice_en_28315043.mp3	This was stopped by the instruction of the emperor.
common_voice_en_18887305.mp3	Lemon said that none of the teams were profitable.
common_voice_en_18579362.mp3	So I would be the next to go.
common_voice_en_29534698.mp3	His body was returned and buried in Cairo.
common_voice_en_581056.mp3	When I returned to the common, the sun was setting.
common_voice_en_49865.mp3	A child with a helmet on his head rides a bike.
common_voice_en_18123070.mp3	Where have you been this afternoon?
common_voice_en_75152.mp3	I locked eyes with a fish in the tank.
common_voice_en_39017255.mp3	However, other men are looking for the treasure as well.
common_voice_en_23790304.mp3	Cohen and Boyer were not initially interested in filing patents on their work.
common_voice_en_32706345.mp3	President Nicolas Maduro condemned the protest actions.
common_voice_en_37398637.mp3	Birds from humid regions are darker than those from dry regions.
common_voice_en_24124279.mp3	The name "Z-Cars" relates to an imaginary "Z" Division of the local constabulary.
common_voice_en_21322583.mp3	Meanwhile, Ritchie frantically tries to get a stay of execution.
common_voice_en_29394019.mp3	Right of the interstate, distributing General Electric light bulbs.
common_voice_en_39094062.mp3	Secondary characters come to the fore, loyalties are strained.
common_voice_en_39765329.mp3	The plan goes awry when the bees see through the plan.
common_voice_en_98558.mp3	If you have to wait until the war is over, then wait.
common_voice_en_32831776.mp3	It is owned and managed by members of Bangladesh Police.
common_voice_en_19936931.mp3	Ritz productions include To Kill A Mockingbird and Big, among others.
common_voice_en_32143190.mp3	His uncle is actor Rajiv Goswami.
common_voice_en_584541.mp3	Let's do this in chronological order.
common_voice_en_643560.mp3	What good will that do?
common_voice_en_18366083.mp3	No matter how much he offered, Scott would not accept the deal.
common_voice_en_555316.mp3	But not for long.
common_voice_en_39012394.mp3	A hyper-reflexive operator algebra is automatically reflexive.
common_voice_en_598493.mp3	It must have fallen while I was sitting over there.
common_voice_en_20433310.mp3	Sherman's mother-in-law, Margaret Odding, married secondly John Porter, another signer of the Portsmouth Compact.
common_voice_en_39780448.mp3	InfraGard focuses on the development, management and protection of critical infrastructure.
common_voice_en_20267891.mp3	The path will be known as the Northern Strand Community Trail.
common_voice_en_37228835.mp3	Darden is also the mentor of professional poker player Amnon Filippi.
common_voice_en_211831.mp3	He's been crying for five minutes.
common_voice_en_32337151.mp3	They summed up the game as one that people would find enjoyment in playing.
common_voice_en_1100186.mp3	A friend to everybody is a friend to nobody.
common_voice_en_38059214.mp3	Administratively they belong to Psara.
common_voice_en_20270315.mp3	Saint-Gobain's financial performance was adversely affected by the economic and petrol crisis.
common_voice_en_21854860.mp3	Stewart was a two-time team captain, and all-Big Seven selection in basketball.
common_voice_en_159275.mp3	You haven't got your wings yet.
common_voice_en_26484987.mp3	Luke served as Matt's best man at his wedding.
common_voice_en_39582605.mp3	One promotional item was Star Wars Trading Cards.
common_voice_en_15904536.mp3	Like a fish out of water.
common_voice_en_18360648.mp3	Where did it come from then?
common_voice_en_20234984.mp3	The Little Mountain Reunion is one of South Carolina's oldest folk festivals.
common_voice_en_40183048.mp3	There, he built three yeshivas as well as a school and an orphanage.
common_voice_en_20226798.mp3	That is something I won’t encourage.
common_voice_en_32817609.mp3	It is found near streams.
common_voice_en_542562.mp3	And the sand and gravel had been flung violently in every direction.
common_voice_en_22076105.mp3	four
common_voice_en_19647962.mp3	A realisation hits and he exclaims, I see!
common_voice_en_505384.mp3	Select between line X and line Y.
common_voice_en_38163721.mp3	Investors are also advised to turn to unbiased sources when researching investments.
common_voice_en_607920.mp3	"And I'm certain you'll find it," the alchemist said.
common_voice_en_39738383.mp3	It can use the Sam command language.
common_voice_en_38332863.mp3	His main teacher at the academy was the famous Austrian composer Hanns Jelinek.
common_voice_en_39565371.mp3	He was rehabilitated posthumously.
common_voice_en_454129.mp3	Experts of geology agree: Yesterday's tsunami was just a herald of the imminent apocalypse.
common_voice_en_17986148.mp3	Don't spank your kids!
common_voice_en_20814796.mp3	Attached to the white room is a Command Module trainer.
common_voice_en_532861.mp3	A man stands with on foot elevated onto a step in front of a small fire.
common_voice_en_17258243.mp3	The pin number is three, seven, two, six.
common_voice_en_38281080.mp3	In ancient Greece the vintage seems to have fallen somewhat earlier.
common_voice_en_602296.mp3	To do that successfully, I must have no fear of failure.
common_voice_en_36850087.mp3	She waited for the spark to spring from the wood.
common_voice_en_37527873.mp3	Furthermore, the equations of motion impose that the Romans mass is constant.
common_voice_en_31788782.mp3	He immediately left the bar and headed home.
common_voice_en_40282820.mp3	Haxton is also going to compete in rowing.
common_voice_en_96065.mp3	The thought was so dreadful to him that he forgot about the heat and went forward.
common_voice_en_23834253.mp3	It builds up, a lot of people do things together that they know.
common_voice_en_19766327.mp3	System B, however, does not depend explicitly on "t" so it is time-invariant.
common_voice_en_17349206.mp3	I'm afraid not, he's visiting a sick relative somewhere in Germany.
common_voice_en_32131197.mp3	Thirty concentration camps in total were established across the puppet state.
common_voice_en_31709094.mp3	It was also announced that this new team would be affiliated with Roush Racing.
common_voice_en_653565.mp3	I don't want anything for myself.
common_voice_en_25556812.mp3	Formal clinical trials in depressed patients have not been reported.
common_voice_en_19132782.mp3	Japan is a society awash in information.
common_voice_en_25198199.mp3	The second half of the cracker is then added on top.
common_voice_en_19041621.mp3	Beachley narrates the Seven Network factual series "Beach Cops".
common_voice_en_39837234.mp3	Its inhabitants are descendants of "Lenca-Chortis" ethnic groups.
common_voice_en_18693016.mp3	William Howard was born at Hinesburg, Vermont.
common_voice_en_20264433.mp3	Most patients exhibit abnormal sleep patterns characterized by insomnia and daytime drowsiness.
common_voice_en_185022.mp3	They looked for the fallen mass, but found nothing.
common_voice_en_19036306.mp3	It was so small and undeveloped.
common_voice_en_31410446.mp3	Moers has two children.
common_voice_en_39793093.mp3	These artifacts are now displayed at the National Museum of Anthropology in Manila.
common_voice_en_39934525.mp3	Westman accepted and Rosenberger was voted out.
common_voice_en_23796821.mp3	We couldn't believe a ball was going that far.
common_voice_en_19598617.mp3	Ibrahim Caramel brought his yellow eye rakishly into play.
common_voice_en_141680.mp3	It seems old and wise.
common_voice_en_24024513.mp3	Included in Anacostia Park is Kenilworth Park and Aquatic Gardens and Kenilworth Marsh.
common_voice_en_39572163.mp3	"Dinner at Eight" in particular has received two other prominent raves.
common_voice_en_32932.mp3	A part of me is also trying to come to terms with the fact that I won't be able to travel as much anymore.
common_voice_en_19685346.mp3	He was survived by his third wife, Etta, a daughter and two stepsons.
common_voice_en_24789454.mp3	Today the entire area is covered with housing.
common_voice_en_17281812.mp3	Can you imagine something more beautiful than a plastic bag swooping and floating in a breeze?
common_voice_en_264213.mp3	Seoul has two main airports: the Incheon International Airport as well as Gimpo International Airport.
common_voice_en_27001918.mp3	It has inherent support for run-time cast validation.
common_voice_en_29822614.mp3	The engineers spent the Phoney War period working on defensive positions.
common_voice_en_41805916.mp3	Their respective investigations proceed a series of complex mistakes.
common_voice_en_520217.mp3	I thought you were going to teach me some of the things you know.
common_voice_en_26267843.mp3	The four winners will go to the next round.
common_voice_en_31834577.mp3	The Arrowhead Line primarily served to haul water tanks from the Arrowhead Springs Company.
common_voice_en_93473.mp3	Maybe she didn't even remember him.
common_voice_en_27366446.mp3	The town is believed to be the birthplace of asparagus in the New World.
common_voice_en_23995936.mp3	The radio show published a monthly newsletter for subscribers called "After Dark".
common_voice_en_1272597.mp3	A group of people, one of them with a guitar, were sitting by the campfire and singing songs.
common_voice_en_639329.mp3	She looks as though she's going to come to.
common_voice_en_22302952.mp3	no
common_voice_en_18069329.mp3	The Beatles were a famous English rock band.
common_voice_en_589309.mp3	Tomorrow, sell your camel and buy a horse.
common_voice_en_608874.mp3	"Let's stop this," another commander said.
common_voice_en_20137222.mp3	His poetry has features of a report, often with a distinct narrative story-line.
common_voice_en_40961660.mp3	The listing included two contributing structures and four contributing sites.
common_voice_en_18099467.mp3	A fur muff is stylish once more.
common_voice_en_19747923.mp3	But he prevailed.
common_voice_en_23614960.mp3	They are the first to start the next round.
common_voice_en_18338596.mp3	He earned extra money by renting a room in his house to a lodger
common_voice_en_18106676.mp3	The Poles, meaning the Polish people, obtained independence.
common_voice_en_40016344.mp3	It starred "All That" cast members Kenan Thompson and Kel Mitchell.
common_voice_en_23774067.mp3	"Medieval Madness" was also included in the arcade game UltraPin.
common_voice_en_605983.mp3	As soon as he saw me among the crowd, he called to me to come down.
common_voice_en_17514927.mp3	Christine valued her freedom, and would never deny anyone that privilege.
